Prefix Trie Stemming:
tubers = s+tuber
quince = e+quinc
psyllium = m+psylliu
fleawort = t+fleawor
locust = t+locus
guar = ar+gu
thickeners = s+thickener
stabilizers = s+stabilizer
dressings = s+dressing
lotions = s+lotion
laxative = e+laxativ
slurries = s+slurrie
lumps = s+lump
seedcoat = t+seedcoa
kernels = s+kernel
brazil = l+brazi
cashews = s+cashew
filberts = s+filbert
hazelnuts = s+hazelnut
hickory = y+hickor
pecans = s+pecan
almonds = s+almond
pistachio = o+pistachi
copra = a+copr
saponins = s+saponin
varnish = h+varnis
cumara = a+cumar
perfumes = s+perfume
tagua = a+tagu
endosperm = m+endosper
turnery = y+turner
sago = o+sag
ornaments = s+ornament
rosaries = s+rosarie
bead = d+bea
necklaces = s+necklace
islanders = s+islander
alkaloids = s+alkaloid
anise = e+anis
castorbean = an+castorbe
colchicum = m+colchicu
nux = x+nu
vomica = a+vomic
fennel = el+fenn
stramonium = m+stramoniu
plasters = s+plaster
diluents = s+diluent
flavors = s+flavor
flavorings = s+flavoring
coriander = er+coriand
carrot = t+carro
cumin = in+cum
dill = l+dil
angelica = a+angelic
beverages = s+beverage
fenugreek = k+fenugree
cardamom = m+cardamo
pods = s+pod
flavoring = ing+flavor
halvah = h+halva
cocoa = a+coco
cacao = o+caca
kola = a+kol
arrack = k+arrac
brewers = s+brewer
distillers = s+distiller
malt = t+mal
cottonseed = d+cottonsee
oilseed = d+oilsee
herdin' = in'+herd
strays = s+stray
hosses = s+hosse
marchin' = in'+march
stampede = e+stamped
blizzards = s+blizzard
droughts = s+drought
ranchers = s+rancher
cowhand = d+cowhan
hailstorm = m+hailstor
pilgrims = s+pilgrim
tenderfoot = t+tenderfoo
cowman = an+cowm
hothouse = e+hothous
magpies = s+magpie
cattaloe = e+cattalo
hybrid = d+hybri
bovines = s+bovine
strippers = s+stripper
meanin' = in'+mean
steer = er+ste
steers = s+steer
corral = al+corr
pushin' = in'+push
hindquarters = s+hindquarter
grassers = s+grasser
prod = d+pro
peck = k+pec
frontiersmen = men+frontiers
freighters = s+freighter
bullwhackers = s+bullwhacker
tailin' = in'+tail
lieu = u+lie
yank = k+yan
heave = e+heav
longhorns = s+longhorn
hoss = s+hos
bulls = s+bull
splotches = s+splotche
brindle = e+brindl
brockle = e+brockl
lineback = k+linebac
stripe = e+strip
lobo = o+lob
mealynose = e+mealynos
longhorn = n+longhor
colorin' = in'+color
yaks = s+yak
buckskins = s+buckskin
coloration = on+colorati
speckles = s+speckle
polecat = t+poleca
bellies = s+bellie
flank = k+flan
rustler = er+rustl
countin' = in'+count
sellin' = in'+sell
sayin' = in'+say
byword = d+bywor
saloonkeeper = er+saloonkeep
cattlemen = men+cattle
rep'tation = on+rep'tati
truthfulness = s+truthfulnes
denyin' = in'+deny
synonym = m+synony
rustlin' = in'+rustl
maverick = k+maveric
cowhands = s+cowhand
mavericks = s+maverick
zebra = a+zebr
yell = l+yel
scrub = b+scru
creepers = s+creeper
lava = a+lav
specks = s+speck
hyena = a+hyen
bend = d+ben
cracks = s+crack
collie = e+colli
terrier = er+terri
flame = e+flam
barking = ing+bark
baying = ing+bay
lioness = s+liones
forefeet = t+forefee
graves = s+grave
lionesses = s+lionesse
lasso = o+lass
paw = aw+p
undergrowth = th+undergrow
crevice = e+crevic
firecrackers = s+firecracker
crackers = s+cracker
rhinoceros = s+rhinocero
noose = e+noos
aperture = e+apertur
ropes = s+rope
thorn = n+thor
gelding = ing+geld
pony = y+pon
cheetah = h+cheeta
cowpony = y+cowpon
ropers = s+roper
sideshow = ow+sidesh
oversight = t+oversigh
parishes = s+parishe
unreality = y+unrealit
disparity = y+disparit
separateness = s+separatenes
polity = y+polit
chumminess = s+chummines
agreeableness = s+agreeablenes
reconciliation = on+reconciliati
congeniality = y+congenialit
antithesis = s+antithesi
ecumenists = s+ecumenist
ecumenist = t+ecumenis
nurture = e+nurtur
edifice = e+edific
enthusiast = t+enthusias
stewardship = p+stewardshi
rancher = er+ranch
inn = n+in
ma'am = m+ma'a
preferences = s+preference
buggies = s+buggie
fielder = er+field
yelps = s+yelp
derision = on+derisi
suspenders = s+suspender
umpire = e+umpir
kidneys = s+kidney
payday = y+payda
grocers = s+grocer
cool = l+coo
eccentricities = s+eccentricitie
brag = g+bra
carousing = ing+carous
knuckles = s+knuckle
armament = t+armamen
irritant = t+irritan
flagpoles = s+flagpole
insanity = y+insanit
swan = an+sw
striving = ing+striv
entertainments = s+entertainment
brewery = y+brewer
millionaires = s+millionaire
wrappers = s+wrapper
playboy = y+playbo
fits = s+fit
sonofabitch = h+sonofabitc
speculators = s+speculator
modality = y+modalit
excursion = on+excursi
trolley = y+trolle
martyrdom = m+martyrdo
chastity = y+chastit
schema = a+schem
diffusion = on+diffusi
denominators = s+denominator
configurations = s+configuration
socialization = on+socializati
adolescence = e+adolescenc
adolescent = t+adolescen
motherhood = d+motherhoo
adulthood = d+adulthoo
identities = s+identitie
snp = p+sn
peer = er+pe
peers = s+peer
groping = ing+grop
homemaker = er+homemak
carreer = er+carre
likes = s+like
dislikes = s+dislike
polarization = on+polarizati
consderations = s+consderation
nuances = s+nuance
hurt = t+hur
litigation = on+litigati
infringement = t+infringemen
inventors = s+inventor
deposition = on+depositi
prolixity = y+prolixit
exhibits = s+exhibit
bouts = s+bout
retort = t+retor
clamor = or+clam
chancery = y+chancer
strictures = s+stricture
infringements = s+infringement
depositions = s+deposition
delays = s+delay
litigants = s+litigant
rims = s+rim
fluidity = y+fluidit
disregard = ard+disreg
interchange = e+interchang
royalty = y+royalt
withholding = ing+withhold
adjunct = t+adjunc
freebooters = s+freebooter
inventions = s+invention
accessory = y+accessor
ordeal = al+orde
debacle = e+debacl
summation = on+summati
persuasions = s+persuasion
laurel = el+laur
retrace = e+retrac
oleanders = s+oleander
civilizations = s+civilization
holding = ing+hold
dolphin = in+dolph
frescoes = s+frescoe
palazzo = o+palazz
facade = e+facad
staircase = e+staircas
colonnade = e+colonnad
magnolia = a+magnoli
piazza = a+piazz
aristocrats = s+aristocrat
grottoes = s+grottoe
rival = al+riv
cloisters = s+cloister
creams = s+cream
patisseries = s+patisserie
prostitutes = s+prostitute
twos = s+two
threes = s+three
uneasiness = s+uneasines
callousness = s+callousnes
keg = g+ke
ghetto = o+ghett
turf = f+tur
northerners = s+northerner
madhouse = e+madhous
taboos = s+taboo
torment = t+tormen
carnality = y+carnalit
riots = s+riot
rioters = s+rioter
provocateurs = s+provocateur
revolutionists = s+revolutionist
nineties = s+ninetie
snips = s+snip
headsman = an+headsm
kiss = s+kis
daring = ing+dar
documentaries = s+documentarie
travelogues = s+travelogue
dissolve = e+dissolv
climaxes = s+climaxe
reel = el+re
robbers = s+robber
telegraph = h+telegrap
posse = e+poss
outlaws = s+outlaw
geniuses = s+geniuse
footage = e+footag
grandmother = er+grandmoth
pail = l+pai
pursuer = er+pursu
sequences = s+sequence
actresses = s+actresse
phonograph = h+phonograp
purveyors = s+purveyor
blight = t+bligh
exodus = s+exodu
stratum = m+stratu
recruitment = t+recruitmen
outreach = h+outreac
antennae = e+antenna
transmutation = on+transmutati
insignificance = e+insignificanc
suitability = y+suitabilit
statuses = s+statuse
balances = s+balance
exclusiveness = s+exclusivenes
intrusions = s+intrusion
motifs = s+motif
schism = ism+sch
stratification = on+stratificati
rearguard = ard+reargu
stabilities = s+stabilitie
keynotes = s+keynote
activism = ism+activ
rearing = ing+rear
rubric = c+rubri
captivity = y+captivit
habitants = s+habitant
pelts = s+pelt
presents = s+present
intendants = s+intendant
insurrections = s+insurrection
livres = s+livre
storehouses = s+storehouse
peltry = y+peltr
deerskins = s+deerskin
ire = e+ir
termini = i+termin
enticements = s+enticement
urgings = s+urging
indemnity = y+indemnit
fortifications = s+fortification
artisans = s+artisan
intendant = t+intendan
probity = y+probit
kaleidoscope = e+kaleidoscop
sails = s+sail
largesse = e+largess
peccadilloes = s+peccadilloe
discretion = on+discreti
whim = m+whi
tuition = on+tuiti
franc = c+fran
debauchery = y+debaucher
whispers = s+whisper
abasement = t+abasemen
heartbreak = k+heartbrea
penury = y+penur
oath = th+oa
minuet = t+minue
mauler = er+maul
crocodile = e+crocodil
bureaucrats = s+bureaucrat
trampling = ing+trampl
tumbrels = s+tumbrel
countenance = e+countenanc
penchant = t+penchan
legations = s+legation
caviar = ar+cavi
martini = i+martin
poseur = r+poseu
crasher = er+crash
tails = s+tail
chanceries = s+chancerie
ministries = s+ministrie
comma = a+comm
espionage = e+espionag
handclasp = p+handclas
vogue = e+vogu
sobriquet = t+sobrique
wits = s+wit
punditry = y+punditr
larks = s+lark
drawer = er+draw
brochure = e+brochur
sheik = k+shei
bromides = s+bromide
elusiveness = s+elusivenes
flush = h+flus
stockroom = m+stockroo
diety = y+diet
eel = el+e
lacquer = er+lacqu
reflections = s+reflection
artfulness = s+artfulnes
alumnae = e+alumna
widows = s+widow
cupboards = s+cupboard
housekeeper = er+housekeep
usis = s+usi
suppositions = s+supposition
prudence = e+prudenc
decentralization = on+decentralizati
gal = al+g
doers = s+doer
complicity = y+complicit
exploitation = on+exploitati
importation = on+importati
convict = t+convic
enslavement = t+enslavemen
egghead = d+egghea
shibboleths = s+shibboleth
anachronisms = s+anachronism
outbursts = s+outburst
friendships = s+friendship
roomful = l+roomfu
bastards = s+bastard
prejudice = e+prejudic
leavening = ing+leaven
tidewater = er+tidewat
enclaves = s+enclave
lowlands = s+lowland
anglophilia = a+anglophili
meddling = ing+meddl
miscegenation = on+miscegenati
sharers = s+sharer
inferences = s+inference
racists = s+racist
reactionaries = s+reactionarie
egalitarianism = ism+egalitarian
gastronomy = y+gastronom
claimants = s+claimant
sovereign = n+sovereig
arena = a+aren
corpus = s+corpu
reexamination = on+reexaminati
socialist = t+socialis
articulation = on+articulati
watersheds = s+watershed
immersion = on+immersi
truism = ism+tru
viability = y+viabilit
supranationalism = ism+supranational
breakup = p+breaku
feudalism = ism+feudal
homeland = d+homelan
nationalist = t+nationalis
fervors = s+fervor
cornucopia = a+cornucopi
quirks = s+quirk
legitimacy = y+legitimac
antiquity = y+antiquit
monarch = h+monarc
sovereigns = s+sovereign
indivisibility = y+indivisibilit
hide = e+hid
launch = h+launc
sidearms = s+sidearm
cockpits = s+cockpit
compartments = s+compartment
foxholes = s+foxhole
switches = s+switche
consoles = s+console
physicists = s+physicist
pushers = s+pusher
scenarios = s+scenario
forefingers = s+forefinger
sociologist = t+sociologis
thinkers = s+thinker
bmews = s+bmew
norad = d+nora
telephones = s+telephone
teletypes = s+teletype
tankers = s+tanker
circuits = s+circuit
routings = s+routing
senders = s+sender
authentications = s+authentication
ape = e+ap
sac's = s+sac'
controller = er+controll
colonels = s+colonel
anchors = s+anchor
alert = t+aler
klaxon = on+klax
fragments = s+fragment
authentication = on+authenticati
authenticator = or+authenticat
coworkers = s+coworker
fragment = t+fragmen
handles = s+handle
statuary = y+statuar
squall = l+squal
pathos = s+patho
slant = t+slan
lope = e+lop
wolf = f+wol
gulley = y+gulle
runner = er+runn
skimming = ing+skimm
hummocks = s+hummock
discoverer = er+discover
puddle = e+puddl
aborigine = e+aborigin
ridges = s+ridge
ravines = s+ravine
saltbush = h+saltbus
bluebush = h+bluebus
malignancy = y+malignanc
paddock = k+paddoc
grazer = er+graz
outback = k+outbac
seaports = s+seaport
boulder = er+bould
flatland = d+flatlan
chaps = s+chap
speedometer = er+speedomet
bivouac = c+bivoua
dingo = o+ding
paws = s+paw
buggers = s+bugger
eyelids = s+eyelid
sockets = s+socket
repellent = t+repellen
rodent = t+roden
spear = ar+spe
woomera = a+woomer
boomerang = g+boomeran
stink = k+stin
cosmetic = c+cosmeti
fella = a+fell
tabac = c+taba
pidgin = in+pidg
potters = s+potter
calligraphers = s+calligrapher
metalsmiths = s+metalsmith
nightingales = s+nightingale
canals = s+canal
promenades = s+promenade
miniature = e+miniatur
pavilions = s+pavilion
promenade = e+promenad
poplar = ar+popl
arcades = s+arcade
samovar = ar+samov
pavilion = on+pavili
daises = s+daise
turquoise = e+turquois
sojourner = er+sojourn
aesthetes = s+aesthete
orchard = ard+orch
teahouses = s+teahouse
mountainside = e+mountainsid
maw = aw+m
vintner = er+vintn
vintage = e+vintag
boughs = s+bough
caravan = an+carav
caravans = s+caravan
pleasance = e+pleasanc
alcoves = s+alcove
spandrels = s+spandrel
bays = s+bay
apses = s+apse
vaults = s+vault
understructure = e+understructur
echo = o+ech
sunrise = e+sunris
sluices = s+sluice
fortress = s+fortres
khan = an+kh
rheum = m+rheu
princes = s+prince
limousines = s+limousine
beggars = s+beggar
hawkers = s+hawker
prosceniums = s+proscenium
arak = k+ara
dice = e+dic
amusements = s+amusement
mullah = h+mulla
grab = b+gra
riverbank = k+riverban
attribute = e+attribut
tulip = p+tuli
octaves = s+octave
arabesque = e+arabesqu
wanderings = s+wandering
directorship = p+directorshi
lounge = e+loung
alphabet = t+alphabe
twinkle = e+twinkl
escapade = e+escapad
conservatory = y+conservator
repertoire = e+repertoir
upheaval = al+upheav
sonata = a+sonat
synagogues = s+synagogue
masterpieces = s+masterpiece
judgement = t+judgemen
strangers = s+stranger
destinies = s+destinie
footstep = p+footste
circular = ar+circul
documentation = on+documentati
philanthropist = t+philanthropis
militia = a+militi
drafting = ing+draft
precocity = y+precocit
pamphlets = s+pamphlet
acumen = men+acu
individualists = s+individualist
phrasemaking = ing+phrasemak
controversialists = s+controversialist
vitriol = l+vitrio
pens = s+pen
mentor = or+ment
legality = y+legalit
legislatures = s+legislature
moderation = on+moderati
refugee = e+refuge
fruition = on+fruiti
nationalists = s+nationalist
rechartering = ing+recharter
nullifiers = s+nullifier
interposition = on+interpositi
testament = t+testamen
serpent = t+serpen
wiles = s+wile
urbanization = on+urbanizati
sowbelly = y+sowbell
cornbread = d+cornbrea
juleps = s+julep
phantom = m+phanto
accolades = s+accolade
renaissance = e+renaissanc
15% = %+15
47.1% = %+47.1
avalanche = e+avalanch
localisms = s+localism
fore = e+for
urbanism = ism+urban
testings = s+testing
speechlessness = s+speechlessnes
subservience = e+subservienc
agrarian = an+agrari
yassuhs = s+yassuh
nufs = s+nuf
deference = e+deferenc
massuh = h+massu
wavers = s+waver
disappearance = e+disappearanc
overexploitation = on+overexploitati
romanticizing = ing+romanticiz
northerner = er+northern
razorback = k+razorbac
hogs = s+hog
effluvium = m+effluviu
subhumanity = y+subhumanit
assailants = s+assailant
recalling = ing+recall
glimmer = er+glimm
choreographer = er+choreograph
creators = s+creator
cyclorama = a+cycloram
masks = s+mask
hoops = s+hoop
parasol = l+paraso
finial = al+fini
accouterments = s+accouterment
choreographers = s+choreographer
syntax = x+synta
metre = e+metr
surrealism = ism+surreal
subconscious = s+subconsciou
contradictions = s+contradiction
energies = s+energie
brushwork = k+brushwor
urgencies = s+urgencie
ambiguities = s+ambiguitie
rotations = s+rotation
intensities = s+intensitie
tossing = ing+toss
oracles = s+oracle
depiction = on+depicti
lyricism = ism+lyric
jumps = s+jump
outpouring = ing+outpour
kaleidescope = e+kaleidescop
metamorphosis = s+metamorphosi
freshness = s+freshnes
pirouette = e+pirouett
variables = s+variable
segments = s+segment
transitions = s+transition
calibre = e+calibr
compact = t+compac
upholders = s+upholder
timeliness = s+timelines
pretence = e+pretenc
alloy = y+allo
dictionaries = s+dictionarie
hostilities = s+hostilitie
drafters = s+drafter
tranquility = y+tranquilit
defence = e+defenc
